i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;8;200;80;810;0,036721;0,000236273;0,0364847
2;8;200;80;810;0,0379338;0,000218391;0,0377154
3;8;200;80;810;0,037673;0,000221014;0,037452
4;8;200;80;810;0,0368972;0,000222683;0,0366745
5;8;200;80;810;0,0383465;0,000217199;0,0381293
6;8;200;80;810;0,0376456;0,000219584;0,037426
7;8;200;80;810;0,0389445;0,000212908;0,0387316
8;8;200;80;810;0,0365064;0,000212908;0,0362935
9;8;200;80;810;0,0362458;0,000217199;0,0360286
10;8;200;80;810;0,0380006;0,000212908;0,0377877
11;8;200;80;810;0,0363083;0,000215292;0,036093
12;8;200;80;810;0,0368414;0,000212431;0,036629
13;8;200;80;810;0,0372307;0,000215769;0,037015
14;8;200;80;810;0,036732;0,000215769;0,0365162
15;8;200;80;810;0,035871;0,000209808;0,0356612
16;8;200;80;810;0,0366955;0,000219345;0,0364761
17;8;200;80;810;0,0361083;0,000203609;0,0359046
18;8;200;80;810;0,0362022;0,000233889;0,0359683
19;8;200;80;810;0,036741;0,000221252;0,0365198
20;8;200;80;810;0,036288;0,000213385;0,0360746
